index,zip code,annual income,number of people in household
932,48140,326743.31928526424,2
933,66942,198547.68103623728,5
934,31414,114245.58066518694,4
935,57456,169303.38484229802,1
936,09490,127793.25642364178,2
937,89274,292417.0040046872,3
938,59572,132026.41244913562,3
939,38879,231838.52363116769,3
940,06250,226136.34444935896,5
941,54794,198163.56737194015,4
942,28049,144857.8835212026,3
943,09709,85912.94575318835,4
944,02561,82520.05925137989,1
945,19220,44959.86864098091,2
946,91640,107653.82452072308,3
947,91578,208920.65592354984,1
948,27077,335729.30956952827,3
949,33249,147878.5473929543,3
950,45485,327699.74435310427,3
951,52856,128729.66433453317,4
952,65224,304394.68946166255,5
953,65436,53841.03563242012,2
954,61047,212672.33274645166,2
955,99718,232379.7181763691,6
956,38076,107760.25556525026,3
957,04940,54441.80894005618,4
958,59974,181714.74040570843,2
959,41808,137526.62009008485,4
960,65769,238637.71649230327,3
961,62720,111508.17017000187,2
962,97762,85272.13012335097,2
963,98184,132793.5643606433,2
964,92038,41358.10676784681,3
965,49319,251592.75320770577,4
966,47175,207734.23696597846,4
967,76911,166933.5011054371,3
968,22496,212063.15510991638,4
969,16297,91207.45450642527,3
970,76462,182115.46632209775,4
971,56079,136801.235609047,3
972,23894,223042.4360923997,2
973,66658,80150.16736605391,2
974,61127,140963.68585510468,3
975,93525,388264.6475771333,4
976,06474,150823.92114114095,1
977,68375,53547.12822599034,2
978,09109,336482.3557022689,2
979,81011,77494.22676453076,2
980,89908,152118.995839459,3
981,58990,146749.80051527784,2
982,61110,94278.57786885512,4
983,32382,92862.01696852728,3
984,38768,57459.2375648172,2
985,90787,86159.88427128676,5
986,21107,265083.2253361045,3
987,95021,109279.36829288829,3
988,22860,79015.17280001675,4
989,75558,120123.97866644677,1
990,01929,93845.73788924066,5
991,51628,95056.63895351623,4
992,58002,114221.22183623376,4
993,81482,42570.28607586241,5
994,19906,221770.46697297288,1
995,52395,102398.44008455203,5
996,65107,313267.09247535764,4
997,81298,36178.189712118336,4
998,62469,129822.19909406199,3
999,17629,295899.60723269853,2
1000,31565,124319.39993668284,1
1001,34469,252063.93331017118,3
1002,09983,45614.48129784909,2
1003,11940,112839.4197532357,5
1004,22716,361040.39339424664,3
1005,87194,38127.07752783308,2
1006,59306,169583.3587400448,1
1007,16586,74630.20975696253,2
1008,09152,109915.30398166165,3
1009,99640,159319.60038522998,1
1010,12722,79154.84706101604,1
1011,95241,160019.34649146209,4
1012,32376,170430.03655772182,3
1013,28649,93176.60866182398,2
1014,10027,183530.33134661324,4
1015,32476,45530.73319093553,4
1016,29713,186901.23922830232,5
1017,56640,63817.39421642828,1
1018,08200,202364.94080099033,5
1019,87500,61477.250219923015,5
1020,24530,139141.36077659967,1
1021,77094,84180.01312953224,2
1022,95318,130520.27193151724,4
1023,65716,49729.3763458969,1
1024,88328,301486.95671584195,2
1025,75131,110149.10381889982,3
1026,54360,105546.51197576209,4
1027,83840,137855.37239597345,2
1028,62275,220058.9726901162,2
1029,82904,88010.78608563654,1
1030,57302,150094.67357639052,3
1031,63467,185735.12049104372,3
1032,65849,166458.79194820722,2
1033,25927,131914.81898521847,2
1034,04330,143154.64582505374,3
1035,45830,131745.45399354864,2
1036,62698,85525.13906701308,5
1037,93115,136282.1897140012,4
1038,72805,150829.52792786967,3
1039,50141,77158.92559541584,2
1040,35881,196517.931499701,4
1041,98834,214776.02326410782,1
1042,50730,128507.57836997072,4
1043,09372,90820.15704065948,2
1044,83271,106704.6072584043,3
1045,22627,224227.90753179978,5
1046,12333,255380.94639190135,4
1047,15928,222084.98791005716,4
1048,17388,101309.82353604166,3
1049,90757,149604.61427196275,4
1050,94168,161678.25839999656,1
1051,55284,263525.3218152992,3
1052,23170,96358.75503229524,3
1053,57998,189072.359655104,2
1054,70560,88960.78694770999,4
1055,92122,168309.44846524394,4
1056,91807,76524.74655871636,2
1057,58597,203286.73493827376,4
1058,18344,130462.86857759459,3
1059,53875,258763.47009183373,3
1060,04124,83785.03671981116,2
1061,70279,132796.99051970875,4
1062,65331,236148.9365812142,6
1063,41201,142069.44762114715,4
1064,50835,165548.39647799358,4
1065,89003,79177.51170426936,2
1066,05971,87287.90011994207,4
1067,89176,103097.54652572943,3
1068,49647,173424.314243164,2
1069,52313,122001.58840691617,5
1070,43701,88071.52032748662,2
1071,66000,126926.63991481265,3
1072,31304,77404.01607730902,2
1073,78453,199053.15411600764,2
1074,97336,254145.4860471658,2
1075,47869,117832.30737858532,1
1076,63860,265818.3589314881,1
1077,82173,265856.252992314,1
1078,89636,139108.8154899656,2
1079,53273,67308.51798230398,3
1080,08725,162000.2542740989,1
1081,88305,88850.35934769466,2
1082,80541,68876.71680766287,4
1083,03366,103863.14944508004,6
1084,96713,70318.17331070124,6
1085,38579,277645.2695655235,1
1086,84210,176812.23726056874,2
1087,77477,110524.53824252973,3
1088,51797,107260.62598476924,2
1089,03222,103655.78462853224,3
1090,81281,119890.72207140902,4
1091,76335,157632.2628065623,4
1092,15031,61781.964504452015,1
1093,11227,80760.486541022,3
1094,83259,105866.92699072475,3
1095,77834,117119.98424751213,5
1096,98839,292331.3389436438,3
1097,28612,152140.60591394993,3
1098,73230,289757.72891980363,3
1099,08287,142428.84051138288,2
1100,90724,142123.97491760663,5
1101,49336,140700.1734779046,4
1102,26427,204116.69209611768,4
1103,66939,161236.7913966281,3
1104,25056,257156.65216322933,1
1105,27923,180489.60822353818,2
1106,94556,227128.7259205838,4
1107,54115,66893.20663863863,6
1108,74477,174039.84642185998,3
1109,93255,249571.04779087263,1
1110,00348,54693.46873947917,3
1111,00889,110518.50182573075,4
1112,07232,51364.647733990445,2
1113,01721,74038.07586642548,4
1114,03848,131462.4886139786,3
1115,11801,142505.0733959723,7
1116,31193,431878.21524780814,2
1117,42682,81757.14746155786,2
1118,03589,80096.90880606674,1
1119,33926,107726.403317708,2
1120,15429,113144.71186164414,2
1121,16110,130971.09593922191,3
1122,56380,121255.50860056344,1
1123,84959,370559.65949382435,3
1124,83934,72671.66633478775,2
1125,94565,109172.27564572025,1
1126,51956,107733.49090124566,4
1127,81567,156592.3175537413,2
1128,47064,84599.19408030405,3
1129,96995,86673.59853173555,6
1130,72360,125780.12897708073,3
1131,57717,196566.22852033871,2
1132,61684,256161.50043835468,4
1133,78716,262280.22294890473,5
1134,51719,76532.66743858506,6
1135,76500,94596.63224087139,7
1136,28835,231999.6713205836,2
1137,91288,213927.31002947138,1
1138,37957,231013.81986716605,5
1139,29578,134192.08927635793,3
1140,65442,113616.42694999225,2
1141,33102,218906.5971052943,3
1142,13242,168627.47387026768,1
1143,87307,201644.39929184262,5
1144,29406,150683.55695854343,2
1145,27521,169156.37956875944,3
1146,14867,112779.45053300225,4
1147,57113,147414.72689929002,4
1148,88675,172275.48617979063,3
1149,07467,35550.84582105811,2
1150,12918,275008.94912858616,2
1151,07024,106662.18422796945,3
1152,44190,178697.73014929343,2
1153,87376,70041.204368934,5
1154,75780,119084.886840597,3
1155,60763,148389.71284383943,3
1156,21637,62188.15000663529,4
1157,26949,128100.09333822016,6
1158,00091,108929.0231279347,3
1159,59359,126377.61182900029,4
1160,93319,158182.95357898934,2
1161,42327,114152.28005292901,2
1162,00390,206643.19346522243,1
1163,74251,155129.0893874021,1
1164,43206,406208.3947601576,3
1165,17530,59071.87207158841,3
1166,59422,93028.26562687404,2
1167,42223,59324.774680733615,1
1168,43315,227965.77209225282,2
1169,34267,151901.9285813002,4
1170,96758,128579.46956559087,2
1171,91376,147873.97184197349,3
1172,16093,223045.74811131862,2
1173,23057,71141.5367718595,3
1174,23289,106120.1820066234,3
1175,95254,265107.8378266578,3
1176,19209,656619.6070557598,2
1177,17861,172878.83577113066,5
1178,80449,134051.66871649353,3
1179,49479,105274.56078216489,2
1180,95886,272310.7167665287,1
1181,26176,54731.40053344282,2
1182,85905,129949.61857404553,3
1183,42152,96849.91630974691,3
1184,63320,90756.04785685573,2
1185,63238,261647.3523783693,2
1186,15969,424541.0212226397,2
1187,59722,162614.77374168037,3
1188,22517,137093.4169238318,3
1189,85843,88820.13397210387,3
1190,88839,78662.74967521902,3
1191,49352,359358.9747577919,4
1192,82251,148899.72981456746,3
1193,21881,322099.9374807653,3
1194,24102,52877.048287132966,3
1195,08752,110855.7730007523,4
1196,35820,622694.4823302667,3
1197,35052,159891.9691261732,5
1198,41326,100030.76598556011,3
1199,30989,86609.08201987755,2
1200,49061,290656.1793596046,2
1201,04182,44670.80532380707,1
1202,09012,78209.15084017192,1
1203,23446,69524.2709249875,1
1204,93526,121493.38937648761,1
1205,11294,73709.28655007455,5
1206,90186,82127.12996649831,6
1207,32652,113862.50305251626,5
1208,30509,47350.21499771351,5
1209,97435,361342.059904867,3
1210,37783,108912.64242601146,3
1211,77409,78362.87811641266,3
1212,64381,72385.70749881037,1
1213,72767,135285.02645282086,4
1214,33365,100189.72193632094,4
1215,93342,48381.8355259231,3
1216,81949,152326.3368723491,2
1217,52146,236887.3236630546,2
1218,91667,98641.37552030443,5
1219,20865,60866.17585165359,5
1220,86116,89206.6841907457,7
1221,07464,125646.68997727026,6
1222,94869,286487.90368652897,1
1223,88260,172139.28994265723,2
1224,18235,136601.24369472283,3
1225,46938,78002.65547772624,2
1226,55334,200217.26672575873,4
1227,36833,130813.52658208554,5
1228,10778,164411.11347945227,3
1229,09930,97925.2286830902,2
1230,13304,168276.03336759584,4
1231,57684,129717.73865264613,4
1232,70091,162266.83406257242,3
1233,71889,155675.30627477643,3
1234,67016,319075.3787952367,5
1235,33995,77697.95200369622,1
1236,98466,71048.62309857184,3
1237,94451,208722.76449247956,6
1238,56957,456393.6681514554,3
1239,51171,244439.5690445419,3
1240,63550,202564.52893323585,3
1241,25442,68984.13183545125,2
1242,69739,233148.690667767,1
1243,63203,83492.29467334902,2
1244,25230,90663.12841744765,1
1245,07815,181900.85637763463,2
1246,46985,245053.31211718125,2
1247,50155,75276.69107271507,3
1248,28363,173546.17661937824,3
1249,79179,90237.19235618686,3
1250,20116,91725.31287210465,3
1251,19767,135276.8775320044,2
1252,17061,251552.70989788903,3
1253,90478,119952.76417526073,5
1254,75997,227929.22284144582,7
1255,13628,497691.40874809277,3
1256,10943,111437.07115248198,4
1257,88497,168791.59967534064,1
1258,08828,58433.295163422685,2
1259,49953,232891.801753976,3
1260,27793,73746.05455871484,2
1261,23497,86865.00014918955,1
1262,32133,93955.56158360315,6
1263,68286,166737.0071065911,1
1264,01123,171440.627575886,6
1265,94520,331295.267823846,3
1266,26712,203022.60317726107,4
1267,82811,60838.71085992032,4
1268,03471,233100.84490836036,1
1269,08124,65891.61296890755,3
1270,12011,119056.02941047962,4
1271,68054,148891.01711798526,4
1272,31987,225393.51177059024,3
1273,99559,146062.37591056526,1
1274,66498,169899.46004029576,3
1275,03956,101155.9943332826,4
1276,76977,160598.74760751976,3
1277,38580,77193.4885630325,4
1278,90206,194831.48112231944,6
1279,65178,152533.685078546,3
1280,93305,157072.77022496174,3
1281,07428,141000.9073028306,3
1282,54321,172746.7743591708,3
1283,22325,188500.27363360225,4
1284,40694,214477.42365599272,1
1285,32767,186052.57118711233,4
1286,82752,363714.4839019462,2
1287,34020,147329.32423095856,5
1288,60745,116953.2448499848,1
1289,94903,186148.22761826083,5
1290,30472,89355.99648227838,1
1291,81299,252583.65088706583,6
1292,52325,139698.5374137588,1
1293,31455,74552.50555775088,4
1294,84515,160522.80238316293,2
1295,25416,135623.7545869606,3
1296,61265,177040.15127512236,2
1297,63260,163030.51188805117,4
1298,91197,192540.54733941497,1
1299,03163,196719.411592209,4
1300,96585,93899.31872698512,3
1301,87654,98721.60505627701,2
1302,47449,141080.33119525007,4
1303,57817,304094.8325720081,5
1304,31454,125807.68854432607,3
1305,73199,107583.22064025117,1
1306,54010,167357.07387967335,2
1307,53782,105963.35042845113,5
1308,01300,122466.31864229844,6
1309,93574,181539.50861995996,9
1310,52020,162436.77160833092,5
1311,33855,110169.06869362286,3
1312,48435,184669.46271060524,3
1313,51693,143139.1906535349,2
1314,89606,257223.6685300159,5
1315,92539,84941.39496767105,3
1316,06083,76101.45659261603,3
1317,98130,117817.31549251839,3
1318,07290,240387.74700351417,4
1319,44990,187414.18175735368,3
1320,14397,76808.86918506435,3
1321,91117,93065.43741443548,6
1322,22965,235813.86142431066,2
1323,24721,145495.16477024232,5
1324,85814,197960.4685349878,4
1325,85089,55511.97910136348,4
1326,23429,230259.537630493,2
1327,72125,86441.68943078253,3
1328,15926,145610.51117368232,3
1329,65530,107715.37061259351,4
1330,74688,201549.6390588147,3
1331,20026,138061.9224057531,2
1332,82039,100832.50319440679,2
1333,97089,96959.96873492785,4
1334,38969,155924.48066783554,3
1335,77775,88885.39135269368,4
1336,01907,219179.34267565887,1
1337,53789,119737.46493016966,4
1338,22292,219021.38554105785,1
1339,31663,140130.14281960196,3
1340,91334,164682.2191350795,6
1341,23125,165579.4417898587,4
1342,32104,255876.3813986272,5
1343,99941,106352.12707964463,6
1344,10829,107563.39503916501,2
1345,06425,180587.38201309027,5
1346,16066,181252.43727309557,2
1347,89843,125451.78139842785,1
1348,44834,223991.7986610141,3
1349,63743,79354.07726865348,1
1350,55517,109246.6236822757,3
1351,31428,109140.33040408578,4
1352,88845,92784.29607873589,1
1353,18260,88295.05249741368,2
1354,95542,99942.98446074706,2
1355,73852,121933.58025452423,3
1356,26016,87869.34416533893,5
1357,88087,72599.86154954409,2
1358,31270,99991.90776530384,3
1359,14291,256644.54689703905,2
1360,58944,161791.71086731466,4
1361,31318,329043.00088953687,2
1362,90677,112685.50540244515,3
1363,50610,191612.16485223503,2
1364,12479,44526.01610422891,4
1365,55749,150330.73308628734,3
1366,67371,115604.7181747746,2
1367,94847,139945.73647447053,4
1368,95093,57784.68996511712,1
1369,48474,197613.29301535638,4
1370,59818,228394.54384112707,4
1371,55995,103374.02521842884,4
1372,86289,164035.09460929586,3
1373,96448,125548.26350665522,2
1374,06307,113334.4050108813,3
1375,85203,104733.7347316516,4
1376,44738,126929.65043473903,3
1377,89052,181739.94549972645,6
1378,11843,149485.55139534644,3
1379,98985,90400.30884820284,1
1380,31362,228945.50738666483,3
1381,99422,245297.11989357808,2
1382,80448,142050.14969094255,2
1383,11329,278219.3167550413,2
1384,84965,123286.44073513433,5
1385,43892,236878.37588338755,2
1386,64701,113581.6138579307,2
1387,31113,157284.9719164984,4
1388,81309,106423.08433317396,3
1389,11858,374215.6497040175,2
1390,06019,189790.54986625744,3
1391,49842,131433.0604312623,2
1392,88526,168871.29711657463,3
1393,34625,45096.33575859343,4
1394,44183,95995.78567247244,5
1395,67357,353981.9050420627,3
1396,69695,128566.53310545601,4
1397,56017,203921.3588176157,4
1398,13402,140132.3796960121,2
1399,14525,130763.15347647012,2
1400,99140,214694.65013747918,3
1401,95393,184907.05006507869,2
1402,11779,196019.31738811094,5
1403,01658,74151.94656082896,4
1404,32981,138907.12557269918,2
1405,28949,88935.89748033075,1
1406,70189,107348.69941573103,2
1407,09620,311854.37674003217,3
1408,77906,258115.4627790259,1
1409,60532,79530.97506319969,4
1410,74311,177969.72491685112,2
1411,35809,147542.55359518543,1
1412,64928,112324.2972831142,1
1413,74769,49999.46890555988,1
1414,51222,94879.5675655727,5
1415,14873,84285.80214655332,3
1416,03912,174523.1710754933,6
1417,46579,88633.69187585621,1
1418,82513,113447.405399153,2
1419,92002,186851.95837835767,4
1420,42588,69305.98621638035,2
1421,15618,85022.4549098359,2
1422,41051,91642.24140177894,3
1423,72466,155257.82980575753,2
1424,86713,117138.21693875434,3
1425,73764,53718.72862459808,2
1426,18796,41995.12316996338,1
1427,55223,152170.4420494815,6
1428,95889,96155.77683522322,3
1429,07680,246302.46454330508,3
1430,60276,128110.07146297627,4
1431,49264,385207.6620908827,4
1432,08328,212312.1452854362,5
1433,09257,110819.1016639217,1
1434,43469,173760.6431540763,1
1435,60255,58704.69628069343,5
1436,08709,729490.0402331006,7
1437,95387,167975.7980561835,4
1438,81031,202223.75534250413,3
1439,70582,160675.8250491046,5
1440,71964,78624.6328507492,2
1441,05588,67021.75211942794,3
1442,17718,153600.3308744259,3
1443,49949,79590.74294113644,1
1444,69209,144514.80479331771,2
1445,55118,61978.04991206226,4
1446,65838,261529.25442409088,4
1447,00569,118790.7067745997,3
1448,20950,217703.86468787477,1
1449,31171,82676.30031469151,2
1450,03109,89418.64009072448,3
1451,72515,101489.13624761386,4
1452,52612,212405.32877797273,4
1453,14039,115169.70026505027,5
1454,96790,115008.64136302998,5
1455,43892,161949.15664244042,4
1456,55516,115081.52988053896,4
1457,04862,286788.69271631906,5
1458,00551,114815.82395539302,1
1459,20231,139736.68878055498,1
1460,77761,128333.14280763509,2
1461,57338,313536.4709253995,4
1462,94410,180495.63560006735,2
